,LGCYINVESTORID,TOP10SHSHLDVALpct,Unnamed: 0,CLUSTER,FULLNAME
1230,2149885,0.2066672839266837,1230,0,Fjärde AP-Fonden
1231,2227827,1.0,1231,0,"Flaherty & Crumrine, Inc."
1232,2227829,0.3383482425531824,1232,0,"Smith, Moore & Company"
1233,2227838,0.7474527799826869,1233,0,Foresters Asset Management Inc_NLE
1234,2227851,0.9528515322215146,1234,0,"Mizuho Trust & Banking Co., Ltd."
1235,2228739,0.478227687605474,1235,0,Cowen Investment Management LLC
1236,2228921,0.3641106438240259,1236,0,Howard Capital Management
1237,2228923,0.2630631829235316,1237,0,"INTRUST Bank, N.A."
1238,2228924,0.3009940411976228,1238,3,"StoneRidge Investment Partners, LLC"
1239,2230752,0.24510363389061485,1239,3,"TD Asset Management USA, Inc."
1240,2230753,0.5369828224325056,1240,0,RBC Global Asset Management (UK) Limited
1241,2231839,0.6349873886220804,1241,3,"HighTower Trust Services, LTA"
1242,2231840,0.4058757879422236,1242,3,First Commonwealth Financial Corp.
1243,2231841,0.8555060878799491,1243,0,Greenleaf Trust
1244,2231847,0.5863691826807056,1244,0,Moody National Bank
1245,2233260,0.4401069592275849,1245,0,Highstreet Asset Management Inc.
1246,2234557,0.33215440438396954,1246,0,Sprott Asset Management LP
1247,2240396,0.17983156757393542,1247,0,British Columbia Investment Management Corp.
1248,2243681,0.6310282599659437,1248,0,"Crosslink Capital, Inc."
1249,2244499,0.9904914688668792,1249,0,"Stadium Capital Management, LLC"
1250,2247638,0.599458360356636,1250,0,"Bush O'Donnell Investment Advisors, Inc."
1251,2247642,0.14357871988165874,1251,0,Hancock Horizon Investments
1252,2247643,0.6046827101184881,1252,0,"Bonness Enterprises, Inc."
1253,2247647,0.4085809971289696,1253,0,"Wallington Asset Management, LLC"
1254,2247653,0.5134439994170039,1254,0,Century Management
1255,2247661,0.7902460150591137,1255,0,"Litman Gregory Asset Management, LLC"
1256,2247675,0.4835313307505421,1256,0,"Sirios Capital Management, L.P."
1257,2247678,0.5722099641297976,1257,0,Viking Global Investors LP
1258,2247680,0.28026435682418105,1258,0,Rockland Trust Company
1259,2247687,0.5204161810149072,1259,3,Grisanti Capital Management LLC
1260,2247695,1.0,1260,0,Spinnaker Capital Group
1261,2247701,0.7663675105047235,1261,0,Ruffer LLP
1262,2247739,0.421062341843648,1262,0,Baxter Investment Management
1263,2247743,0.2781924321716378,1263,3,Lederer & Associates Investment Counsel
1264,2247747,0.4372284535484533,1264,0,Parthenon LLC
1265,2247748,0.4067283970336595,1265,3,Capital City Trust Company
1266,2247762,0.17577070341008594,1266,0,"Pillar Pacific Capital Management, LLC"
1267,2249941,0.8193825467217629,1267,0,Gruss Capital Management LP_NLE
1268,2249949,0.43222190436800506,1268,0,CenterSquare Investment Management LLC.
1269,2249952,0.5019059920632842,1269,0,GMT Capital Corp.
1270,2249961,0.4227058893150595,1270,0,"Staley Capital Advisers, Inc."
1271,2249964,0.9971866196294576,1271,0,Technology Crossover Ventures
1272,2249971,1.0000000000000002,1272,0,"MSD Capital, L.P."
1273,2249974,0.4199453135366378,1273,0,"MFP Investors, LLC"
1274,2249976,0.5034361498453821,1274,0,"Eminence Capital, LP"
1275,2249982,0.2585218524743401,1275,0,"Private Management Group, Inc."
1276,2249986,0.32042368998909904,1276,3,"Smithbridge Asset Management, Inc."
1277,2249988,0.3572004826611173,1277,3,"TNB Financial Services, Inc."
1278,2249990,0.7382429774336116,1278,0,NWI Management LP
1279,2249993,1.0,1279,0,Meritech Capital Partners
1280,2250002,0.7851513510234241,1280,0,Taconic Capital Advisors LP
1281,2250006,0.17700891738359187,1281,3,Raymond James Trust N.A.
1282,2250007,0.5737564834076391,1282,3,West Chester Capital Advisors Inc.
1283,2256539,0.6114728164741919,1283,0,PM CAPITAL Limited
1284,2256554,0.24711292665856374,1284,3,ProFund Advisors LLC
1285,2259354,0.3726602865814762,1285,0,"Thomas J. Herzfeld Advisors, Inc."
1286,2264200,0.7970391775845838,1286,0,"Akre Capital Management, LLC"
1287,2267113,0.6460266074473437,1287,0,Churchill Management Group
1288,2267117,0.6769528772646314,1288,0,"Advent Capital Management, LLC"
1289,2267118,0.487460125639555,1289,0,"Peninsula Asset Management, Inc."
1290,2267119,0.3669207380016522,1290,0,"Lynch & Associates, Inc."
1291,2267122,0.3495292696321249,1291,3,"Santa Barbara Asset Management, LLC"
1292,2267126,0.4109299389378113,1292,3,"Augustine Asset Management, Inc."
1293,2267129,0.2878529398175176,1293,0,Auxier Asset Management LLC
1294,2267132,0.7071432128825662,1294,3,"Penn Davis McFarland, Inc."
1295,2267135,0.312902957391623,1295,3,Burke & Herbert Bank & Trust Co.
1296,2267136,0.5496689155163882,1296,3,Harbor Advisory Corporation
1297,2267999,0.9537923041825918,1297,0,"Atlantic Investment Management, Inc."
1298,2269016,0.694250519316538,1298,0,Glynn Capital Management LLC
1299,2270291,0.980675732200342,1299,1,HSBC Bank Bermuda Limited
1300,2270298,0.5780446910796361,1300,0,"Masters Capital Management, L.L.C."
1301,2270299,0.3702204408252467,1301,0,"Chatham Capital Group, Inc."
1302,2270300,0.24216499548448164,1302,3,KCM Investment Advisors
1303,2270302,0.6750641848811184,1303,3,"Ensemble Capital Management, LLC"
1304,2270303,0.667430337800085,1304,0,The Cypress Funds LLC
1305,2272824,1.0,1305,0,"Schooner Capital, LLC"
1306,2275507,1.0000000000000002,1306,0,"Franklin Templeton Investimentos (Brasil), Ltda."
1307,2275515,0.7683819806970674,1307,0,Capital Counsel LLC
1308,2275517,0.3038765450980994,1308,3,"Marietta Investment Partners, LLC"
1309,2275523,0.7102975703950679,1309,0,"Harvest Capital Management, Inc."
1310,2275524,0.2431761815531598,1310,0,"Pin Oak Investment Advisors, Inc."
1311,2275526,0.3116159706150413,1311,3,The Philadelphia Trust Company
1312,2279556,0.1400318850466905,1312,0,First Trust Advisors L.P.
1313,2290603,0.2220227089645539,1313,0,Nomura Asset Management Taiwan Limited
1314,2292264,0.25706950729294153,1314,0,Tredje AP Fonden
1315,2296199,0.7591609542523885,1315,0,"Harvest Fund Management Co., Ltd."
1316,2299979,1.0,1316,0,"Steginsky Capital, L.L.C."
1317,2301472,0.3684208153456688,1317,0,First Foundation Advisors
1318,2301474,0.6783628750011927,1318,0,"APG Asset Management US, Inc."
1319,2301485,0.3878248395770184,1319,3,"Fairfield, Bush & Co."
1320,2301486,0.2745761561484822,1320,0,"BLB&B Advisors, LLC"
1321,2301487,0.5022189767522915,1321,0,"Sentinel Trust Company, LBA"
1322,2302510,0.4875333052460808,1322,0,Gagnon Securities LLC
1323,2302840,1.0,1323,0,"Rho Capital Partners, Inc."
1324,2302847,0.2543612986897296,1324,0,FBB Capital Partners
1325,2302853,0.4917150330571747,1325,0,"Moneta Group Investment Advisors, LLC"
1326,2302854,0.5767729443539954,1326,3,"Independent Investors, Inc."
1327,2304220,0.2804590080705751,1327,0,Manulife Investment Management (Hong Kong) Limited
1328,2361326,0.5288473883449483,1328,0,Cidel Asset Management Inc.
1329,2363317,1.0000000000000002,1329,0,Meditor Capital Management Limited
1330,2363319,0.15268265225386554,1330,0,"TimesSquare Capital Management, LLC"
1331,2363326,0.5358600454984563,1331,0,"Altrinsic Global Advisors, LLC"
1332,2363333,1.0,1332,0,Beacon WealthCare
1333,2366057,0.7165219067509259,1333,0,"Trilogy Global Advisors, LP"
1334,2377975,0.6069215477889405,1334,3,"Precept Capital Management, L.P."
1335,2380201,0.7225698259610278,1335,0,Edward Jones
1336,2380206,0.10125970598890437,1336,0,"LMCG Investments, LLC"
1337,2380232,0.23133014035650964,1337,0,Allianz Global Investors Taiwan Ltd.
1338,2381632,0.4327479033684007,1338,3,"Joel R. Mogy Investment Counsel, Inc."
1339,2383696,0.3405981475565265,1339,3,"Argent Capital Management, LLC"
1340,2383786,0.27741732851087714,1340,0,"Hanseatic Management Services, Inc."
1341,2384371,0.3718775363058395,1341,0,"Wedgewood Investors, Inc."
1342,2384372,0.30338736049641657,1342,3,First Interstate Bank
1343,2384375,0.2749682458054328,1343,0,"Pettyjohn, Wood & White, Inc."
1344,2385397,0.2313896045643461,1344,0,"Freestone Capital Management, LLC"
1345,2385510,0.6519042266113052,1345,3,"Wedgewood Partners, Inc."
1346,2386352,0.2064795265215483,1346,0,"Arrowstreet Capital, Limited Partnership"
1347,2386360,0.26980614320935803,1347,0,"David Lerner Associates, Inc."
1348,2388380,0.2689656096218229,1348,0,First United Bank & Trust
1349,2390810,0.12839960729177588,1349,0,"Bogle Investment Management, L.P."
1350,2391033,0.2454521615545611,1350,0,"Next Century Growth Investors, LLC"
1351,2392414,0.8428013121314532,1351,0,Aegis Financial Corporation
1352,2393585,0.7667242809369111,1352,3,Bourne Lent Asset Management Inc.
1353,2401261,0.3676818052154053,1353,0,Rutabaga Capital Management LLC
1354,2401336,0.41310410543113546,1354,0,"Glenview Capital Management, LLC"
1355,2401343,0.406133815211584,1355,0,BlackRock Asset Management Deutschland AG
1356,2402196,0.6584766595306506,1356,0,Lannebo Fonder AB
1357,2402328,0.2517364479651597,1357,3,"Eastern Investment Advisors, Inc."
1358,2404360,0.2904303109390594,1358,0,Goldman Sachs Bank AG
1359,2405642,0.30705843595371124,1359,0,Woodmont Investment Counsel LLC
1360,2405643,0.4714670795598919,1360,3,Northstar Asset Management LLC
1361,2405924,0.9388625176106616,1361,0,"Chartist, Inc."
1362,2406143,0.3500281595107702,1362,0,North Point Portfolio Managers Corp.
1363,2406731,0.4578048202013909,1363,3,Harvey Capital Management Inc.
1364,2407470,1.0,1364,0,"Steelhead Partners, LLC"
1365,2407473,0.27077424082204626,1365,0,"Clinton Group, Inc."
1366,2407530,0.30320955516656184,1366,3,"Monetary Management Group, Inc."
1367,2407947,0.5019574262866336,1367,0,"Trellus Management Company, LLC"
1368,2407948,0.3346357866142656,1368,3,"G.W. & Wade, LLC."
1369,2407950,0.3645719402698348,1369,3,"Bourgeon Capital Management, LLC"
1370,2407955,0.32179045905301523,1370,3,"Vestor Capital Partners, LLC"
1371,2408816,1.0,1371,0,"TIFF Advisory Services, Inc."
1372,2408823,0.5984757067045287,1372,3,"Rothschild Capital Partners, LLC"
1373,2408825,0.3020120871651226,1373,3,"Adell, Harriman & Carpenter, Inc."
1374,2408826,0.2934525114561073,1374,0,"Ramsey Quantitative Systems, Inc."
1375,2408834,0.4610655771367195,1375,0,Graham Partners LP
1376,2408842,0.8451249181453143,1376,0,"Brandywine Trust Company, LLC"
1377,2408846,0.2389552056355165,1377,0,"Dowling & Yahnke, LLC"
1378,2408851,0.29545265267140136,1378,0,"Old Dominion Capital Management, Inc."
1379,2408854,0.3373029623780921,1379,0,"RBF Capital, LLC"
1380,2408855,0.29975276209955104,1380,3,"Buckhead Capital Management, L.L.C."
1381,2408856,0.1286828846377274,1381,0,Stevens Capital Management LP
1382,2408858,0.4241738687929997,1382,0,"Karpas Strategies, LLC"
1383,2408860,0.2780060124602357,1383,0,Edward Jones Trust Company
1384,2408862,0.3261897783191805,1384,0,Charles D. Hyman & Company
1385,2408863,0.3891184620038854,1385,3,Bedell Frazier Investment Counselling LLC
1386,2409985,1.0,1386,0,Sequoia Capital Partners
1387,2411032,0.2057873446267122,1387,3,"1919 Investment Counsel, LLC"
1388,2411034,0.3645207251519809,1388,0,Psagot Investment House Ltd.
1389,2411036,1.0,1389,0,"CCMP Capital Advisors, LP"
1390,2411932,0.3029773579534986,1390,0,"Viking Fund Management, LLC"
1391,2412342,0.5287527801075234,1391,0,UBS O'Connor LLC
1392,2412347,0.09603803587924184,1392,0,Millennium Management LLC
1393,2412348,0.9997060258139164,1393,0,MHR Fund Management LLC
1394,2412732,0.1269274681919538,1394,0,"AQR Capital Management, LLC"
1395,2412906,0.5083934744281564,1395,0,"Prentiss Smith & Company, Inc."
1396,2414500,0.5116147287108652,1396,0,"Cannell Capital, LLC"
1397,2414503,0.5609066305591466,1397,3,Avalon Global Asset Management LLC
1398,2414504,0.4984064348588614,1398,0,"Bridger Management, LLC"
1399,2414807,0.6238173814830048,1399,0,"Discovery Capital Management, LLC"
1400,2414808,0.3629303159448239,1400,0,"Clough Capital Partners, LP"
1401,2415151,0.14551759465420908,1401,0,"NorthPointe Capital, LLC"
1402,2415384,0.3044467830692547,1402,0,Central Bank & Trust Company
1403,2415628,0.9863367028731898,1403,0,"Compass Group, L.L.C."
1404,2416335,1.0000000000000002,1404,0,DCM
1405,2416337,0.6414435781557503,1405,0,"Coatue Management, L.L.C."
1406,2417366,0.9232105970733172,1406,3,"Greenbrier Partners Capital Management, LLC"
1407,2417367,1.0,1407,0,Endicott Group
1408,2417785,0.4912157311859755,1408,0,Energy Income Partners LLC
1409,2417788,0.2407639145623656,1409,3,Kings Point Capital Management L.L.C.
1410,2418068,1.0,1410,0,"Jayhawk Capital Management, L.L.C."
1411,2418069,0.6168202720750952,1411,0,"Highline Capital Management, L.P."
1412,2418075,0.9999999999999998,1412,0,Ward Ferry Management Limited
1413,2418270,0.8158931050486871,1413,0,"Second Curve Capital, LLC"
1414,2418525,0.6994106752181611,1414,0,Palo Alto Investors LP
1415,2418526,0.6804815756850766,1415,0,"Oppenheimer + Close, LLC"
1416,2418527,0.8870457896968452,1416,0,"Paragon JV Partners, LLC"
1417,2419631,0.140146118509435,1417,0,"Smith, Graham & Co. Investment Advisors, L.P."
1418,2419978,0.4703561225702674,1418,0,Beddow Capital Management Inc.
1419,2419982,0.6435324644451427,1419,0,"Criterion Capital Management, LLC"
1420,2419983,0.7267498015162324,1420,0,Kensico Capital Management Corp.
1421,2419985,1.0,1421,0,"Lucerne Capital Management, LP"
1422,2420555,0.9391013039550276,1422,0,"King Street Capital Management, L.P."
1423,2421822,1.0,1423,1,"Q Investments, L.P."
1424,2421830,1.0,1424,0,Steel Partners LLC
1425,2422343,0.802249008951647,1425,0,"Scoggin Capital Management, L.L.C."
1426,2422344,0.3828260714004871,1426,0,Weiss Asset Management
1427,2422600,0.4321167435041131,1427,0,"Sonata Capital Group, Inc."
1428,2422602,0.4681852823860887,1428,0,"Water Island Capital, LLC"
1429,2423074,0.7320679955171565,1429,0,Value Holdings Management Co. LLC
1430,2423075,0.7220026491226487,1430,0,Wexford Capital LP
1431,2423364,0.2860782075820623,1431,0,"White Pine Capital, L.L.C."
1432,2423945,0.5738053892874304,1432,0,York Capital Management L P.
1433,2425737,0.2226018175048784,1433,0,PGB Trust & Investments
1434,2426047,0.9657945061565514,1434,0,"ValueAct Capital Management, L.P."
1435,2426364,0.5377207602671057,1435,3,"Eagle Capital Management, L.L.C. (Louisiana)"
1436,2426819,0.30873255850345993,1436,0,"Ascend Capital, LLC_NLE"
1437,2427063,1.0,1437,1,"Broadmark Asset Management, LLC"
1438,2427210,0.2774194388862407,1438,0,"Northern Oak Wealth Management, Inc."
1439,2427211,1.0,1439,0,MPM Capital Inc.
1440,2428500,0.3710864052614316,1440,3,"Grassi Investment Management, L.L.C."
1441,2429075,0.3707105227072601,1441,3,"Edgemoor Investment Advisors, Inc"
1442,2430963,0.15616182405602078,1442,0,Marshall Wace LLP
1443,2434323,0.3519565259951517,1443,3,"Beech Hill Advisors, Inc."
1444,2436038,0.7264897105923249,1444,0,Sandell Asset Management Corp.
1445,2436075,0.2582553155770957,1445,0,"Broadview Advisors, LLC_NLE"
1446,2442149,0.29254887972039456,1446,0,NS Partners Ltd.
1447,2444816,0.4239527315740533,1447,0,Findlay Park Partners LLP
1448,2447259,0.7079452060687741,1448,0,"Senvest Management, LLC"
1449,2447262,0.9676706878734516,1449,0,Cheyne Capital Management (UK) LLP
1450,2449877,0.5502314485343989,1450,0,Causeway Capital Management LLC
1451,2451854,0.8205892500931233,1451,0,Lansdowne Partners (UK) LLP
1452,2451859,0.3685518105453398,1452,0,RWC Partners Limited
1453,2451862,0.2478530233346836,1453,0,Polar Capital LLP
1454,2451863,1.0,1454,0,Ferox Capital LLP
1455,2452094,0.5550759538333709,1455,0,Horseman Capital Management Limited
1456,2452527,0.31352134335676546,1456,0,"Conestoga Capital Advisors, LLC"
1457,2452904,0.6498841357695093,1457,0,Paulson & Co. Inc.
1458,2452911,0.6496867744196372,1458,0,"Lee Financial Group Hawaii, Inc."
1459,2454628,0.18726065458357533,1459,0,"Hussman Strategic Advisors, Inc."
1460,2455426,0.17164665490497516,1460,3,"Adage Capital Management, L.P."
1461,2458314,0.28344664289964816,1461,0,The Trust Company of Virginia
1462,2458329,0.35901486425322343,1462,0,"Paragon Capital Management, Ltd."
1463,2458979,0.3486247058128785,1463,0,"HeadInvest, LLC"
1464,2459787,0.037724695743864105,1464,0,Andra AP-Fonden
1465,2459792,0.4483600984167291,1465,3,Progressive Investment Management Corporation
1466,2460295,0.5465340727752882,1466,0,"Darrell & King, LLC"
1467,2461262,0.30112562271611737,1467,0,"Sivik Global Healthcare, LLC"
1468,2461265,0.21080214677745507,1468,3,Chevy Chase Trust Company
1469,2462176,0.31150723860177865,1469,0,"Ranger Investment Management, L.P."
1470,2462450,0.25559652897215185,1470,0,Lingohr & Partner Asset Management GmbH
1471,2462729,0.5678103457978491,1471,0,Tremblant Capital Group
1472,2462734,0.4460830316630991,1472,3,White Pine Investment Company
1473,2462898,0.34510624426668035,1473,0,"Alpine Woods Capital Investors, LLC"
1474,2463028,0.9164512993777212,1474,0,SYM Financial Advisors
1475,2463029,0.3464311368917727,1475,2,BlackRock Asset Management Canada Limited
1476,2463672,1.0000000000000002,1476,0,Atlas Venture
1477,2468548,0.9999924394214402,1477,0,Hershey Trust Company
1478,2468549,0.1938658822091263,1478,3,"Pflug Koory, L.L.C."
1479,2469002,0.6344276783340612,1479,0,"Baldwin Investment Management, LLC"
1480,2469257,0.7021966891121454,1480,0,"Greylin Investment Management, Inc."
1481,2469717,0.3552395754130804,1481,0,ZPR Investment Management Inc.
1482,2470223,0.9955626815039008,1482,0,Stanford Management Company
1483,2470969,0.21253302401769186,1483,0,Sheets Smith Wealth Management
1484,2472038,0.6310814912208306,1484,0,"Elm Ridge Capital Management, LLC"
1485,2473063,0.42670255389088735,1485,0,"Crown Advisors Management, Inc."
1486,2473896,0.26031736559869845,1486,0,PSP Investments
1487,2474524,0.9346414178378258,1487,0,Twin Oaks Partners
1488,2474526,0.2564258436032747,1488,3,Farmers Trust Company
1489,2474528,0.30822779979210674,1489,0,"Shepherd Kaplan Krochuk, LLC"
1490,2474529,0.7439000917048149,1490,3,Harbor Island Capital L.L.C.
1491,2474821,0.2606623498288289,1491,0,Diamond Hill Capital Management Inc.
